Education,Marital_Status,HasChildren,AgeGroup,Income,Recency,Complain,Days_Since_Enrolled,Years_Since_Enrolled,NumDealsPurchases,NumWebVisitsMonth,NumTotalPurchases,MntRegularProds,MntGoldProds,MntTotal,AcceptedCmpTotal,HasAcceptedCmp,Response
Graduation,Partner,1,31-45,54809.0,0,0,291,0,4,4,8,152,22,174,0,0,1
Graduation,Partner,1,31-45,41580.0,15,0,566,1,3,5,6,89,3,92,0,0,0
PhD,Partner,0,31-45,80336.0,12,0,293,0,1,1,24,986,66,1052,0,0,0
Graduation,Partner,1,46-60,47743.0,56,0,464,1,3,6,11,255,20,275,1,1,0
2n Cycle,Partner,1,46-60,62972.0,39,0,695,1,2,6,14,395,192,587,0,0,0
PhD,Single,1,46-60,57333.0,55,0,645,1,11,6,22,1486,176,1662,0,0,1
PhD,Partner,1,31-45,32313.0,60,0,503,1,3,9,8,152,7,159,0,0,0
Master,Single,0,61+,84953.0,73,0,391,1,1,2,17,952,72,1024,3,1,1
Master,Single,1,46-60,27071.0,90,0,67,0,2,6,5,32,3,35,0,0,0
Master,Partner,0,46-60,68148.0,86,0,302,0,1,2,14,957,85,1042,0,0,0
Master,Partner,1,46-60,65735.0,37,0,204,0,5,7,14,384,11,395,0,0,0
PhD,Partner,0,31-45,86836.0,7,0,655,1,1,5,22,494,63,557,3,1,1
PhD,Partner,1,46-60,4023.0,29,0,6,0,15,19,0,8,1,9,0,0,0
Graduation,Partner,0,18-30,30093.0,19,0,356,0,1,7,5,53,16,69,0,0,0
PhD,Partner,1,46-60,57705.0,14,0,169,0,3,6,15,446,40,486,0,0,0
Graduation,Single,1,18-30,25008.0,72,0,147,0,2,8,4,25,9,34,0,0,0
2n Cycle,Single,0,18-30,83257.0,56,1,649,1,1,6,27,1298,67,1365,2,1,1
Graduation,Partner,1,31-45,22280.0,85,0,406,1,1,8,3,11,2,13,0,0,0
PhD,Partner,0,31-45,72159.0,62,0,608,1,1,2,20,1348,53,1401,0,0,0
Graduation,Partner,0,46-60,64260.0,1,0,534,1,1,3,13,1544,30,1574,0,0,1
PhD,Single,0,18-30,82733.0,28,0,292,0,1,4,19,1285,38,1323,0,0,1
Master,Single,1,31-45,74290.0,70,0,321,0,4,6,28,1205,12,1217,2,1,0
Master,Single,1,61+,58217.0,84,0,589,1,1,6,6,90,13,103,0,0,0
Master,Partner,0,31-45,21024.0,89,0,360,0,1,7,6,66,18,84,0,0,0
PhD,Partner,0,31-45,70116.0,73,0,519,1,1,1,22,1507,29,1536,0,0,0
Graduation,Partner,1,18-30,54006.0,42,0,649,1,2,7,16,484,97,581,0,0,0
PhD,Partner,1,46-60,69063.0,16,0,599,1,1,3,13,902,26,928,0,0,0
2n Cycle,Single,0,31-45,11448.0,16,0,196,0,1,6,3,8,6,14,0,0,0
Graduation,Single,1,31-45,61825.0,56,0,326,0,1,4,14,397,27,424,0,0,0
Graduation,Partner,1,31-45,70886.0,65,0,258,0,1,2,13,907,53,960,0,0,0
Graduation,Partner,0,31-45,69109.0,10,0,597,1,1,4,19,1460,95,1555,1,1,1
Graduation,Single,1,31-45,60208.0,13,0,630,1,11,7,18,597,59,656,1,1,1
Master,Partner,1,46-60,32889.0,78,0,296,0,3,5,6,47,8,55,0,0,0
Graduation,Single,1,18-30,34738.0,51,0,49,0,1,6,4,18,2,20,0,0,0
Master,Partner,1,31-45,30538.0,27,0,636,1,4,10,13,347,20,367,0,0,0
2n Cycle,Partner,0,31-45,82326.0,30,0,111,0,1,2,21,2074,183,2257,3,1,1
PhD,Single,1,46-60,26642.0,71,0,120,0,2,6,5,34,8,42,0,0,0
Graduation,Single,1,46-60,69932.0,97,0,382,1,2,4,24,992,57,1049,0,0,0
Graduation,Single,1,31-45,44503.0,83,0,74,0,2,6,5,40,8,48,0,0,0
PhD,Single,1,61+,60200.0,3,0,543,1,6,6,19,659,26,685,0,0,0
Graduation,Single,1,61+,49638.0,71,0,71,0,1,2,4,39,0,39,0,0,0
2n Cycle,Single,0,18-30,23830.0,3,0,142,0,1,7,4,27,16,43,0,0,0
Master,Single,0,46-60,33051.0,15,0,682,1,3,9,18,616,219,835,0,0,1
Graduation,Partner,0,46-60,72905.0,52,0,159,0,1,1,19,1312,203,1515,1,1,0
PhD,Partner,1,61+,69702.0,8,0,495,1,2,4,24,982,57,1039,0,0,0
Graduation,Single,1,31-45,70300.0,89,0,349,0,3,8,23,1550,46,1596,0,0,0
PhD,Partner,0,18-30,70643.0,66,0,622,1,1,6,17,1795,33,1828,0,0,1
PhD,Partner,1,31-45,30396.0,22,0,60,0,2,7,4,22,12,34,1,1,1
PhD,Single,1,46-60,50616.0,56,0,72,0,2,7,8,145,4,149,0,0,0
Master,Single,1,31-45,62772.0,74,0,406,1,1,2,22,838,108,946,1,1,0
PhD,Single,0,18-30,30298.0,48,0,41,0,1,3,5,28,0,28,0,0,0
Graduation,Single,1,18-30,52413.0,67,0,603,1,2,7,15,438,12,450,0,0,0
PhD,Partner,1,46-60,44155.0,24,0,161,0,1,4,4,32,14,46,0,0,0
PhD,Single,0,31-45,86979.0,67,0,234,0,1,2,15,1667,35,1702,1,1,1
Graduation,Partner,1,31-45,76532.0,38,0,293,0,4,5,21,790,30,820,0,0,0
Graduation,Partner,1,31-45,42081.0,86,0,488,1,2,6,13,355,27,382,1,1,0
PhD,Partner,0,18-30,67546.0,90,0,667,1,1,3,19,1954,172,2126,0,0,0
Master,Partner,0,18-30,88420.0,87,0,58,0,1,1,19,1916,153,2069,3,1,0
Graduation,Partner,1,18-30,31158.0,62,0,518,1,2,8,5,67,5,72,0,0,0
Graduation,Single,1,46-60,61671.0,23,0,26,0,8,8,20,704,28,732,2,1,0
Graduation,Single,0,31-45,69719.0,99,0,34,0,1,1,10,758,43,801,0,0,0
Graduation,Single,1,61+,49160.0,29,0,252,0,2,6,10,221,15,236,0,0,0
Basic,Partner,1,31-45,24882.0,52,0,658,1,1,6,4,44,36,80,1,1,0
PhD,Single,0,46-60,90933.0,90,0,90,0,1,1,14,1606,79,1685,1,1,0
PhD,Single,0,61+,113734.0,9,0,32,0,0,1,27,274,3,277,0,0,0
PhD,Partner,1,61+,59292.0,71,0,381,1,2,3,16,493,14,507,0,0,0
PhD,Partner,1,46-60,45759.0,13,0,491,1,2,7,5,64,4,68,0,0,0
Graduation,Single,0,31-45,22148.0,16,0,77,0,1,7,4,38,11,49,0,0,0
Master,Partner,0,18-30,73395.0,94,0,103,0,1,2,14,386,11,397,0,0,0
Graduation,Single,1,31-45,29819.0,77,0,248,0,3,6,6,37,2,39,0,0,0
Graduation,Partner,1,46-60,45688.0,20,0,155,0,2,4,12,297,9,306,1,1,0
Graduation,Partner,0,46-60,62820.0,51,0,414,1,1,1,13,923,53,976,0,0,0
PhD,Partner,1,31-45,60491.0,81,0,296,0,4,5,24,952,76,1028,0,0,0
Graduation,Partner,1,18-30,33235.0,71,0,144,0,1,7,6,64,6,70,0,0,0
Graduation,Partner,0,46-60,35701.0,36,0,467,1,1,6,4,41,5,46,0,0,0
Master,Partner,1,31-45,31535.0,95,0,276,0,1,7,4,32,19,51,1,1,0
2n Cycle,Partner,0,46-60,92556.0,32,0,70,0,0,0,21,1235,28,1263,0,0,0
Graduation,Single,1,31-45,67384.0,32,0,596,1,2,5,20,1383,107,1490,1,1,0
Master,Partner,0,31-45,80573.0,85,0,623,1,1,2,23,1549,15,1564,0,0,0
Graduation,Partner,1,46-60,77870.0,93,0,676,1,3,8,15,1682,133,1815,2,1,1
PhD,Single,1,46-60,52278.0,24,0,520,1,6,8,25,1024,174,1198,0,0,0
Graduation,Single,1,46-60,57107.0,44,0,674,1,7,8,16,279,137,416,2,1,1
Graduation,Partner,0,18-30,18929.0,15,0,498,1,1,6,5,67,18,85,0,0,0
PhD,Single,1,31-45,36038.0,82,0,394,1,2,6,6,40,7,47,0,0,0
Graduation,Single,0,31-45,20180.0,27,0,494,1,1,7,7,119,18,137,0,0,0
PhD,Partner,1,46-60,34230.0,72,0,550,1,1,7,3,19,2,21,0,0,0
2n Cycle,Single,1,31-45,31878.0,7,0,7,0,1,3,5,47,23,70,0,0,0
2n Cycle,Partner,1,31-45,70932.0,57,0,161,0,2,3,20,724,185,909,0,0,0
Graduation,Single,0,46-60,91249.0,84,0,617,1,0,4,22,1649,27,1676,4,1,1
Master,Single,0,61+,77598.0,53,0,271,0,1,3,25,1702,33,1735,1,1,0
Graduation,Single,1,46-60,80982.0,48,1,537,1,3,5,27,1169,22,1191,0,0,0
Master,Partner,1,31-45,22701.0,2,0,297,0,1,5,4,19,5,24,0,0,0
PhD,Partner,1,31-45,55212.0,65,0,583,1,3,8,17,1148,34,1182,2,1,0
Graduation,Partner,0,31-45,70617.0,45,0,371,1,1,2,13,1253,27,1280,0,0,0
Graduation,Single,0,46-60,64849.0,42,0,593,1,1,5,18,1228,108,1336,0,0,1
Master,Partner,1,46-60,62694.0,29,0,377,1,5,7,19,658,91,749,0,0,0
PhD,Partner,1,31-45,61917.0,83,0,221,0,1,5,6,90,1,91,0,0,0
PhD,Partner,1,61+,67472.0,93,0,274,0,2,3,13,345,69,414,0,0,0
Master,Partner,1,31-45,21059.0,40,0,173,0,3,6,6,36,8,44,0,0,0
Master,Partner,1,46-60,29543.0,47,0,89,0,2,7,6,45,18,63,0,0,0
Graduation,Partner,1,61+,75903.0,50,0,447,1,2,3,21,801,100,901,0,0,0
2n Cycle,Partner,1,31-45,34984.0,40,0,661,1,2,7,4,35,3,38,0,0,0
PhD,Single,1,46-60,54998.0,3,0,476,1,5,4,15,447,8,455,0,0,1
PhD,Single,1,61+,54356.0,62,0,587,1,3,8,21,775,0,775,0,0,1
Master,Partner,1,46-60,34242.0,25,0,98,0,1,5,3,14,1,15,0,0,0
Graduation,Partner,1,31-45,25410.0,48,0,302,0,1,4,5,34,4,38,0,0,0
PhD,Partner,0,18-30,73356.0,56,0,143,0,1,2,21,1400,112,1512,3,1,1
Graduation,Partner,1,61+,28320.0,68,0,531,1,1,8,4,39,4,43,0,0,0
Graduation,Single,1,31-45,23763.0,64,0,691,1,1,7,4,36,6,42,0,0,0
Graduation,Partner,0,18-30,72570.0,67,0,65,0,1,1,22,865,224,1089,0,0,0
Master,Partner,1,31-45,34529.0,94,0,653,1,2,7,7,121,41,162,0,0,0
Graduation,Single,0,61+,70792.0,82,0,508,1,2,3,17,1158,114,1272,0,0,0
Graduation,Partner,0,31-45,63211.0,3,0,604,1,2,2,18,1028,145,1173,0,0,1
Master,Partner,1,31-45,83891.0,24,0,9,0,1,1,21,801,15,816,0,0,0
Graduation,Single,1,46-60,36065.0,54,0,455,1,3,8,6,71,3,74,0,0,0
Graduation,Partner,1,46-60,39898.0,20,0,502,1,2,7,7,122,12,134,0,0,0
PhD,Single,0,61+,51141.0,96,0,356,0,1,5,8,151,6,157,0,0,0
Graduation,Partner,1,31-45,56939.0,19,0,284,0,2,3,16,512,49,561,0,0,0
Graduation,Single,0,61+,80872.0,60,0,48,0,1,1,18,1228,108,1336,0,0,0
PhD,Partner,0,31-45,72335.0,2,0,685,1,1,8,22,2092,0,2092,0,0,1
PhD,Single,0,46-60,61798.0,13,0,218,0,1,4,15,450,13,463,0,0,0
PhD,Single,0,61+,76842.0,37,0,57,0,1,0,16,1098,32,1130,0,0,0
Graduation,Partner,1,31-45,29478.0,59,0,163,0,1,6,4,19,1,20,0,0,0
Graduation,Single,1,46-60,46998.0,55,0,615,1,5,7,13,350,27,377,1,1,0
Graduation,Single,0,18-30,96843.0,60,0,432,1,1,2,27,1527,17,1544,1,1,1
PhD,Single,1,61+,56551.0,48,0,53,0,3,4,7,122,16,138,0,0,0
Master,Partner,1,46-60,70053.0,38,0,361,0,3,5,23,923,89,1012,0,0,0
PhD,Single,0,46-60,71670.0,8,0,355,0,1,6,14,1606,160,1766,3,1,1
Graduation,Partner,1,31-45,44359.0,19,0,12,0,3,3,6,44,1,45,0,0,0
Graduation,Single,1,61+,40887.0,32,0,419,1,3,9,7,118,43,161,0,0,1
Graduation,Single,1,46-60,48877.0,27,0,175,0,1,7,7,120,24,144,0,0,0
Graduation,Partner,0,61+,74485.0,58,0,309,0,1,3,25,1685,49,1734,0,0,0
Graduation,Partner,1,31-45,64474.0,59,0,250,0,2,5,20,730,93,823,0,0,0
Graduation,Partner,1,46-60,77226.0,29,0,121,0,2,3,26,1117,21,1138,0,0,0
Graduation,Single,0,61+,72643.0,60,0,487,1,1,2,20,1376,53,1429,1,1,1
Master,Partner,0,31-45,85738.0,41,0,157,0,1,1,20,1358,13,1371,2,1,0
Graduation,Single,1,46-60,55686.0,27,0,500,1,2,4,14,956,26,982,1,1,0
Graduation,Single,1,31-45,39062.0,28,0,96,0,1,4,4,32,12,44,1,1,0
Graduation,Partner,1,31-45,34600.0,8,0,544,1,5,8,12,303,15,318,0,0,1
Graduation,Partner,1,31-45,40794.0,18,0,448,1,2,7,14,384,50,434,0,0,0
2n Cycle,Partner,1,31-45,54690.0,76,0,234,0,3,3,9,180,18,198,0,0,0
Graduation,Partner,1,31-45,4428.0,0,0,267,0,0,1,25,38,321,359,0,0,0
2n Cycle,Partner,0,46-60,32632.0,32,0,696,1,2,5,16,523,53,576,0,0,0
PhD,Single,1,46-60,38236.0,2,0,282,0,4,7,7,78,10,88,0,0,0
Graduation,Partner,1,31-45,36781.0,16,0,80,0,1,8,5,50,13,63,0,0,1
Master,Single,1,18-30,31385.0,56,0,571,1,1,8,3,18,9,27,1,1,1
Graduation,Partner,1,18-30,24570.0,97,0,487,1,3,9,8,149,44,193,0,0,0
PhD,Single,1,31-45,25509.0,15,0,649,1,3,9,6,90,11,101,0,0,1
Graduation,Partner,0,61+,94642.0,35,0,137,0,0,1,21,2068,143,2211,2,1,0
Master,Partner,1,46-60,58646.0,3,0,384,1,1,4,7,118,22,140,0,0,0
Graduation,Single,1,31-45,53201.0,49,0,502,1,8,7,14,388,27,415,0,0,0
Graduation,Partner,1,46-60,21994.0,4,0,552,1,1,5,3,19,3,22,0,0,0
Graduation,Partner,1,31-45,57113.0,45,0,508,1,6,7,10,221,42,263,0,0,0
Graduation,Partner,0,18-30,51373.0,37,0,372,1,1,4,11,276,117,393,0,0,0
Graduation,Partner,1,18-30,23477.0,39,0,251,0,3,8,7,118,29,147,0,0,0
Graduation,Partner,1,46-60,58116.0,38,0,77,0,2,2,14,392,51,443,0,0,0
PhD,Single,0,46-60,72968.0,8,0,195,0,1,3,18,1903,55,1958,1,1,1
Master,Partner,1,31-45,39791.0,89,0,458,1,2,7,8,153,21,174,0,0,0
Master,Single,0,61+,91712.0,47,0,255,0,0,3,27,2169,48,2217,1,1,1
Graduation,Single,1,46-60,94472.0,75,0,87,0,1,5,15,1675,16,1691,2,1,0
Graduation,Partner,1,46-60,13672.0,86,0,438,1,2,8,4,20,5,25,0,0,0
2n Cycle,Partner,0,31-45,96547.0,4,0,37,0,0,2,21,747,62,809,3,1,1
Graduation,Partner,0,31-45,79205.0,73,0,669,1,1,4,15,851,44,895,1,1,1
PhD,Partner,1,31-45,56559.0,46,0,551,1,3,4,15,453,31,484,0,0,0
PhD,Partner,1,31-45,32644.0,38,0,529,1,4,8,14,390,23,413,1,1,0
2n Cycle,Single,1,31-45,67506.0,73,0,178,0,1,3,11,264,67,331,0,0,0
Graduation,Single,1,31-45,24206.0,66,0,478,1,1,6,4,22,3,25,0,0,0
PhD,Single,1,46-60,28420.0,36,0,187,0,1,6,3,13,0,13,0,0,0
Graduation,Partner,1,31-45,22979.0,29,0,661,1,3,8,7,93,22,115,0,0,1
Graduation,Single,0,46-60,33279.0,29,0,17,0,1,3,3,16,0,16,0,0,0
Master,Single,1,31-45,46423.0,6,0,284,0,3,7,6,84,8,92,0,0,0
Graduation,Partner,1,31-45,30368.0,97,0,234,0,2,8,5,50,2,52,0,0,0
Graduation,Partner,1,31-45,63684.0,61,0,580,1,3,5,20,1384,80,1464,0,0,0
Graduation,Single,1,46-60,41638.0,68,0,501,1,4,8,13,350,91,441,1,1,0
PhD,Single,1,46-60,68805.0,73,0,285,0,1,2,11,263,20,283,0,0,0
PhD,Partner,1,46-60,65814.0,90,0,119,0,3,5,20,712,35,747,0,0,0
Graduation,Single,0,46-60,71964.0,81,0,405,1,1,3,16,1784,86,1870,0,0,0
Graduation,Single,1,18-30,39146.0,1,0,500,1,3,8,8,153,12,165,0,0,0
Graduation,Partner,0,31-45,96876.0,79,0,327,0,1,2,23,1920,21,1941,3,1,1
Basic,Partner,0,31-45,34445.0,92,0,518,1,6,9,21,809,30,839,0,0,0
Graduation,Single,0,46-60,68281.0,31,0,691,1,1,5,24,1614,41,1655,0,0,1
2n Cycle,Partner,1,31-45,37284.0,46,0,457,1,1,6,3,17,6,23,0,0,0
Graduation,Partner,0,31-45,36790.0,14,0,485,1,1,9,5,56,10,66,0,0,1
Graduation,Partner,1,46-60,27943.0,89,0,440,1,3,8,5,34,3,37,0,0,0
Graduation,Single,1,61+,22263.0,31,1,91,0,2,6,4,19,2,21,0,0,0
Graduation,Partner,1,31-45,30261.0,75,0,642,1,1,8,3,16,6,22,0,0,0
Graduation,Partner,1,31-45,28587.0,42,0,137,0,3,6,6,65,13,78,0,0,0
Master,Partner,1,31-45,43815.0,53,0,450,1,1,6,5,64,15,79,0,0,0
Graduation,Partner,1,46-60,48195.0,53,0,159,0,6,6,11,260,5,265,0,0,0
Master,Partner,1,61+,77027.0,23,0,144,0,2,4,17,1164,11,1175,0,0,0
PhD,Partner,1,46-60,71322.0,57,0,498,1,2,4,26,1101,204,1305,0,0,0
Master,Partner,1,31-45,32765.0,49,0,126,0,2,5,6,43,3,46,0,0,0
Graduation,Partner,1,46-60,29672.0,6,0,474,1,1,6,3,17,8,25,0,0,0
Graduation,Single,0,61+,23272.0,29,0,255,0,1,4,4,34,12,46,0,0,0
Master,Partner,1,61+,49912.0,5,0,660,1,4,8,22,832,42,874,1,1,1
2n Cycle,Partner,1,18-30,7500.0,98,0,697,1,4,9,6,66,34,100,0,0,0
PhD,Single,1,61+,68117.0,80,0,476,1,2,6,23,894,36,930,1,1,1
Graduation,Partner,1,46-60,67225.0,4,0,215,0,3,5,20,725,143,868,0,0,0
Graduation,Partner,1,31-45,17649.0,70,0,229,0,3,8,6,44,1,45,0,0,0
Graduation,Partner,1,31-45,55914.0,32,0,426,1,4,7,25,1028,232,1260,0,0,0
Graduation,Partner,1,18-30,40059.0,82,0,274,0,1,8,11,269,145,414,1,1,0
Graduation,Partner,1,61+,60905.0,27,0,206,0,2,2,13,354,38,392,0,0,0
Graduation,Partner,1,31-45,75330.0,94,0,633,1,4,6,25,1048,61,1109,0,0,0
Graduation,Single,1,61+,60689.0,23,0,393,1,4,3,18,615,24,639,0,0,0
Graduation,Partner,1,18-30,38680.0,97,0,458,1,1,7,5,67,12,79,0,0,0
Graduation,Partner,0,31-45,61416.0,25,0,506,1,1,6,23,1587,78,1665,1,1,0
Graduation,Single,0,18-30,49767.0,92,0,423,1,1,4,17,543,149,692,0,0,0
Graduation,Single,1,31-45,83273.0,98,0,642,1,10,7,19,1290,102,1392,0,0,0
Graduation,Partner,1,31-45,29009.0,19,0,212,0,2,6,5,42,2,44,0,0,0
Master,Partner,1,31-45,45057.0,80,0,210,0,1,5,5,47,3,50,0,0,0
Graduation,Partner,1,31-45,37150.0,80,0,656,1,8,7,13,351,116,467,0,0,0
Graduation,Single,1,31-45,43020.0,79,0,211,0,3,6,9,180,43,223,0,0,0
Graduation,Partner,1,46-60,53154.0,50,0,20,0,1,4,8,151,7,158,0,0,0
Graduation,Partner,0,31-45,65308.0,60,0,291,0,1,4,27,1177,34,1211,2,1,0
Graduation,Single,1,31-45,76467.0,44,0,681,1,2,6,12,1517,58,1575,0,0,1
2n Cycle,Partner,0,61+,81044.0,0,0,184,0,1,1,21,1182,26,1208,0,0,0
Graduation,Partner,1,61+,32871.0,28,0,477,1,1,4,4,38,5,43,0,0,0
Graduation,Single,1,31-45,55801.0,35,0,280,0,6,7,15,432,95,527,1,1,0
Graduation,Single,1,46-60,76320.0,49,0,7,0,2,2,13,897,35,932,0,0,0
Master,Single,1,46-60,36927.0,46,0,27,0,2,8,6,67,4,71,0,0,0
Graduation,Partner,1,61+,48794.0,97,0,3,0,1,4,4,39,15,54,0,0,0
Graduation,Single,0,46-60,23478.0,51,0,467,1,1,8,6,90,39,129,0,0,0
Graduation,Single,1,31-45,71128.0,80,0,631,1,3,7,24,1584,31,1615,0,0,0
PhD,Single,1,31-45,70179.0,10,0,343,0,3,5,23,901,133,1034,0,0,0
Graduation,Partner,1,61+,59462.0,29,0,540,1,2,7,23,892,196,1088,0,0,0
Graduation,Partner,1,31-45,38361.0,74,0,184,0,3,7,7,123,14,137,0,0,0
PhD,Partner,0,31-45,70038.0,54,0,247,0,1,2,16,1114,130,1244,0,0,0
Graduation,Partner,1,31-45,42554.0,93,0,533,1,2,4,5,41,0,41,0,0,0
Graduation,Partner,1,31-45,67445.0,63,0,686,1,5,6,27,1163,11,1174,0,0,0
Graduation,Single,1,61+,67046.0,92,0,539,1,2,2,13,886,107,993,0,0,0
Graduation,Partner,0,61+,42192.0,40,0,296,0,1,4,6,93,7,100,0,0,0
PhD,Partner,1,61+,77610.0,70,0,608,1,2,7,15,1664,16,1680,0,0,0
Graduation,Partner,1,18-30,31761.0,96,0,85,0,2,5,7,70,28,98,0,0,0
Graduation,Partner,1,31-45,34350.0,81,0,253,0,1,7,4,37,11,48,0,0,0
Graduation,Partner,1,61+,54591.0,63,0,328,0,3,5,16,495,24,519,0,0,0
Graduation,Partner,1,46-60,71866.0,85,0,186,0,1,3,19,682,33,715,0,0,0
Graduation,Partner,1,31-45,25293.0,51,0,287,0,1,8,4,28,9,37,0,0,0
PhD,Single,0,18-30,42000.0,23,0,535,1,2,5,18,618,35,653,0,0,1
Graduation,Partner,0,31-45,69520.0,95,0,357,0,1,5,20,1362,93,1455,0,0,0
Graduation,Single,1,31-45,64713.0,11,0,142,0,2,4,17,548,54,602,0,0,1
Master,Partner,1,31-45,27889.0,42,0,359,0,1,6,4,18,8,26,0,0,0
Basic,Single,0,46-60,22123.0,77,0,94,0,1,5,6,71,31,102,0,0,0
Graduation,Partner,1,31-45,27803.0,40,0,672,1,2,8,7,127,49,176,0,0,0
Graduation,Partner,1,46-60,51651.0,32,0,599,1,4,8,13,341,92,433,0,0,0
Graduation,Partner,0,18-30,68487.0,48,0,532,1,1,4,29,1277,89,1366,0,0,0
Graduation,Partner,1,31-45,56796.0,24,0,498,1,3,7,24,964,37,1001,0,0,0
2n Cycle,Partner,0,18-30,87000.0,61,0,561,1,1,2,17,912,49,961,0,0,0
Graduation,Partner,1,46-60,79823.0,6,0,90,0,1,2,22,1475,43,1518,1,1,0
Graduation,Single,1,31-45,30828.0,16,0,268,0,2,3,6,44,12,56,0,0,0
Master,Partner,1,31-45,34109.0,39,0,235,0,1,4,3,18,4,22,0,0,0
Master,Single,1,31-45,53367.0,2,0,302,0,7,7,14,389,11,400,0,0,1
Basic,Partner,0,31-45,22390.0,49,0,251,0,1,7,3,21,5,26,0,0,0
Graduation,Partner,1,31-45,71322.0,31,0,58,0,1,2,12,308,42,350,0,0,0
Graduation,Single,0,18-30,79244.0,58,0,557,1,1,1,21,971,245,1216,2,1,1
Master,Partner,1,61+,49912.0,5,0,660,1,4,8,22,832,42,874,1,1,1
PhD,Partner,1,61+,48699.0,90,0,404,1,1,5,4,39,1,40,0,0,0
Graduation,Partner,0,31-45,80144.0,47,0,272,0,1,1,18,1259,108,1367,0,0,0
Graduation,Single,1,46-60,54252.0,25,0,397,1,5,6,10,220,44,264,0,0,0
Master,Partner,1,31-45,81929.0,60,0,638,1,2,6,18,1868,185,2053,2,1,1
Graduation,Partner,1,31-45,76068.0,67,0,577,1,1,6,9,1300,76,1376,2,1,0
Master,Partner,1,31-45,53204.0,40,0,101,0,1,4,4,39,6,45,0,0,0
PhD,Partner,1,61+,67911.0,63,0,38,0,3,3,24,976,0,976,0,0,0
2n Cycle,Partner,1,18-30,14796.0,1,0,650,1,2,9,4,35,16,51,0,0,1
PhD,Partner,1,31-45,78128.0,89,0,130,0,2,3,18,1228,36,1264,2,1,0
Basic,Partner,0,31-45,14188.0,40,0,486,1,1,6,6,48,27,75,0,0,0
Basic,Partner,1,18-30,20425.0,5,0,608,1,2,7,5,40,17,57,0,0,0
Master,Partner,1,46-60,58646.0,3,0,384,1,1,4,7,118,22,140,0,0,0
Graduation,Single,1,31-45,72967.0,1,0,561,1,2,5,17,372,125,497,1,1,1
Master,Partner,1,61+,48150.0,24,0,386,1,3,7,10,219,47,266,0,0,0
Graduation,Single,0,46-60,82332.0,89,0,650,1,1,2,20,1987,19,2006,1,1,1
Graduation,Single,1,46-60,58275.0,48,0,392,1,6,7,17,551,64,615,0,0,0
PhD,Partner,0,31-45,44953.0,31,0,555,1,1,6,23,897,124,1021,1,1,0
Graduation,Partner,1,61+,34587.0,68,0,44,0,2,4,4,20,2,22,0,0,0
Master,Partner,1,31-45,43018.0,46,0,240,0,1,5,6,69,64,133,0,0,0
Master,Partner,1,46-60,45736.0,92,0,340,0,5,7,14,394,43,437,0,0,0
Master,Partner,1,31-45,66476.0,80,0,207,0,2,4,24,956,57,1013,0,0,0
2n Cycle,Partner,1,31-45,27733.0,16,0,307,0,2,7,5,40,17,57,0,0,0
PhD,Partner,1,61+,69805.0,50,0,159,0,2,2,25,1018,20,1038,0,0,0
Master,Single,0,46-60,72217.0,93,0,445,1,1,2,21,1419,154,1573,0,0,0
Graduation,Single,1,31-45,25818.0,51,0,619,1,1,7,3,19,9,28,0,0,0
Master,Partner,1,31-45,37509.0,24,0,655,1,2,7,7,118,5,123,0,0,0
2n Cycle,Partner,1,31-45,25176.0,79,0,323,0,1,7,3,8,5,13,0,0,0
Graduation,Partner,1,31-45,43586.0,26,0,668,1,3,8,7,116,16,132,0,0,0
2n Cycle,Partner,1,46-60,53230.0,86,0,695,1,4,5,19,503,229,732,0,0,0
Graduation,Partner,1,46-60,50116.0,68,0,9,0,2,5,5,64,2,66,1,1,0
Graduation,Partner,0,31-45,84906.0,98,0,268,0,1,2,23,1555,76,1631,3,1,0
Graduation,Partner,1,46-60,61286.0,34,0,331,0,2,5,16,491,117,608,0,0,0
PhD,Partner,0,18-30,82333.0,60,0,456,1,1,2,17,1805,17,1822,1,1,1
PhD,Partner,0,46-60,65220.0,3,0,664,1,4,6,19,1270,12,1282,0,0,1
Graduation,Partner,1,31-45,33590.0,65,0,238,0,1,7,3,6,2,8,0,0,0
Graduation,Single,1,31-45,30992.0,83,0,433,1,1,7,4,41,2,43,0,0,0
Master,Single,0,31-45,72309.0,64,0,475,1,1,3,19,1931,0,1931,1,1,1
PhD,Partner,0,61+,156924.0,85,0,304,0,0,0,0,7,1,8,0,0,0
Basic,Partner,1,31-45,16005.0,69,0,684,1,3,8,5,56,47,103,0,0,0
Master,Single,0,46-60,65487.0,48,0,170,0,3,2,14,1006,163,1169,0,0,0
Graduation,Partner,1,46-60,58692.0,21,0,84,0,1,7,14,384,11,395,0,0,0
Graduation,Single,1,31-45,40590.0,30,0,270,0,5,6,10,221,37,258,1,1,0
Graduation,Single,1,31-45,20587.0,39,0,49,0,1,7,4,16,9,25,0,0,0
Master,Single,1,46-60,62637.0,76,0,120,0,1,2,9,180,5,185,0,0,0
Master,Single,1,46-60,29435.0,11,0,692,1,4,9,7,116,64,180,0,0,1
Graduation,Single,1,31-45,19346.0,26,0,150,0,1,8,4,20,2,22,0,0,0
Graduation,Partner,1,31-45,35788.0,34,0,157,0,2,6,5,40,4,44,0,0,0
Graduation,Single,1,46-60,36997.0,72,0,513,1,5,5,7,67,27,94,0,0,0
Graduation,Partner,0,46-60,23539.0,13,0,121,0,1,6,6,56,25,81,0,0,0
