Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Days_Since_Enrolled,Years_Since_Enrolled,Age,AgeGroup,Children,MntTotal,AcceptedCmpTotal,NumTotalPurchases,HasChildren,MntRegularProds,HasAcceptedCmp
1971,Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,333,0,43,31-45,1,26,0,4,1,25,0
1973,2n Cycle,Partner,43050.0,1,0,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,103,0,41,31-45,1,76,0,6,1,68,0
1977,PhD,Single,42997.0,1,1,2013-12-07,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,204,0,37,31-45,2,15,0,3,1,10,0
1963,PhD,Single,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,78,0,51,46-60,2,62,0,5,1,61,0
1954,Master,Partner,60033.0,0,1,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,92,0,60,46-60,1,198,0,8,1,150,0
1978,PhD,Partner,34043.0,1,0,2013-10-25,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,247,0,36,31-45,1,49,0,4,1,39,0
1966,Graduation,Partner,57811.0,0,1,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,370,1,48,46-60,1,802,1,20,1,724,1
1946,Graduation,Partner,78569.0,0,0,2014-02-19,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,130,0,68,61+,0,1736,1,14,0,1641,1
1978,Graduation,Single,7500.0,1,1,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,549,1,36,31-45,2,57,0,6,1,32,0
1953,Graduation,Partner,94384.0,0,0,2013-03-04,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,482,1,61,61+,0,2302,3,18,0,2130,1
1985,2n Cycle,Partner,23148.0,0,0,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,131,0,29,18-30,0,37,0,5,0,27,0
1970,Graduation,Single,44267.0,1,1,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,489,1,44,31-45,2,310,0,11,1,261,0
1979,Graduation,Partner,71626.0,0,0,2012-11-01,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,605,1,35,31-45,0,1305,1,18,0,1233,1
1966,Graduation,Partner,60894.0,0,1,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,366,1,48,46-60,1,832,0,21,1,778,0
1976,Graduation,Partner,50200.0,1,1,2013-04-03,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,452,1,38,31-45,2,401,0,13,1,337,0
1965,PhD,Partner,81051.0,0,0,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,37,0,49,46-60,0,1501,2,22,0,1487,1
1982,Graduation,Partner,65169.0,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,166,0,32,31-45,0,1189,4,27,0,1143,1
1972,Graduation,Partner,59868.0,0,1,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,342,0,42,31-45,1,1194,0,25,1,1040,0
1960,PhD,Partner,65695.0,0,1,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,149,0,54,46-60,1,656,0,19,1,650,0
1956,Master,Single,64857.0,0,0,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,583,1,58,46-60,0,1540,0,22,0,1497,0
1965,Master,Partner,45143.0,0,1,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,307,0,49,46-60,1,311,0,12,1,297,0
1955,2n Cycle,Partner,74805.0,0,1,2013-11-06,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,235,0,59,46-60,1,820,0,21,1,783,0
1989,2n Cycle,Partner,59060.0,1,0,2014-01-11,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,169,0,25,18-30,1,274,0,11,1,262,0
1962,PhD,Single,27238.0,1,1,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,435,1,52,46-60,2,57,0,6,1,54,0
1965,Graduation,Partner,47009.0,0,1,2013-10-01,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,271,0,49,46-60,1,448,0,13,1,358,0
1973,2n Cycle,Partner,46094.0,1,1,2014-06-10,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,19,0,41,31-45,2,44,0,4,1,39,0
1972,Graduation,Partner,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,335,0,42,31-45,2,102,0,6,1,75,0
1984,Graduation,Partner,37235.0,1,0,2014-02-01,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,148,0,30,18-30,1,61,0,4,1,41,0
1960,Master,Partner,81843.0,0,0,2013-04-22,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,433,1,54,46-60,0,1643,0,26,0,1505,0
1958,Master,Partner,46692.0,0,1,2013-06-06,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,388,1,56,46-60,1,397,0,12,1,309,0
1968,Graduation,Partner,77382.0,0,1,2014-01-07,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,173,0,46,46-60,1,1121,1,24,1,987,1
1977,Graduation,Single,37774.0,2,0,2012-09-03,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,664,1,37,31-45,2,473,1,12,1,297,1
1974,Basic,Partner,18393.0,1,0,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,92,0,40,31-45,1,50,0,6,1,46,0
1962,Master,Partner,72828.0,0,1,2013-02-14,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,500,1,52,46-60,1,1678,0,22,1,1473,0
1982,Graduation,Partner,24711.0,0,0,2014-04-18,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,72,0,32,31-45,0,58,0,6,0,51,0
1975,PhD,Partner,45503.0,1,0,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,277,0,39,31-45,1,170,0,8,1,152,0
1982,Master,Single,6560.0,0,0,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,199,0,32,31-45,0,373,0,2,0,111,0
1945,PhD,Partner,71604.0,0,0,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,224,0,69,61+,0,1196,1,16,0,1099,1
1979,Graduation,Partner,27244.0,1,0,2014-03-07,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,114,0,35,31-45,1,101,0,6,1,55,0
1969,Graduation,Partner,48752.0,1,1,2012-12-12,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,564,1,45,31-45,2,316,0,12,1,316,0
1962,Graduation,Partner,71434.0,0,1,2013-09-18,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,284,0,52,46-60,1,1400,2,18,1,1232,1
1948,Graduation,Single,90842.0,0,0,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,335,0,66,61+,0,1424,0,26,0,1331,0
1978,Master,Partner,88097.0,1,0,2012-08-18,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,680,1,36,31-45,1,844,3,19,1,769,1
1975,Graduation,Partner,51948.0,0,1,2013-09-17,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,285,0,39,31-45,1,311,0,11,1,270,0
1982,Graduation,Partner,71853.0,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,417,1,32,31-45,0,1149,0,16,0,1117,0
1983,Master,Partner,35876.0,0,0,2014-04-20,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,70,0,31,31-45,0,129,0,7,0,115,0
1952,Graduation,Single,40049.0,0,1,2013-10-16,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,256,0,62,61+,1,32,0,4,1,29,0
1982,Graduation,Single,39660.0,1,0,2012-08-08,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,690,1,32,31-45,1,299,0,11,1,263,0
1962,Graduation,Partner,50127.0,0,1,2014-05-29,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,31,0,52,46-60,1,320,1,12,1,305,1
1977,Master,Partner,43263.0,0,1,2012-11-21,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,585,1,37,31-45,1,441,0,13,1,339,0
1949,Master,Partner,62845.0,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,636,1,65,61+,2,1178,1,17,1,1144,1
1990,Graduation,Partner,18929.0,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,498,1,24,18-30,0,85,0,5,0,67,0
1982,Basic,Single,24367.0,1,0,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,466,1,32,31-45,1,24,0,3,1,19,0
1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,494,1,39,31-45,1,112,0,6,1,70,0
1959,2n Cycle,Partner,26887.0,0,1,2013-02-10,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,504,1,55,46-60,1,30,0,4,1,24,0
1983,PhD,Partner,50150.0,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,374,1,31,31-45,0,410,0,14,0,399,0
1976,Graduation,Partner,62061.0,0,1,2013-08-31,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,302,0,38,31-45,1,800,1,21,1,762,1
1962,PhD,Single,85696.0,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,422,1,52,46-60,0,1313,0,19,0,1301,0
1956,PhD,Partner,76542.0,0,0,2013-03-30,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,456,1,58,46-60,0,1483,0,22,0,1469,0
1993,Graduation,Single,70515.0,0,0,2013-10-21,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,251,0,21,18-30,0,1258,0,16,0,1118,0
1987,Graduation,Partner,18227.0,1,0,2012-11-08,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,598,1,27,18-30,1,28,0,3,1,17,0
1965,Graduation,Partner,69139.0,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,153,0,49,46-60,1,227,0,10,1,221,0
1982,Graduation,Partner,69109.0,0,0,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,597,1,32,31-45,0,1555,1,19,0,1460,1
1962,Graduation,Single,69627.0,0,1,2013-03-17,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,469,1,52,46-60,1,861,0,21,1,808,0
1978,Graduation,Partner,38136.0,1,0,2013-04-22,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,433,1,36,31-45,1,103,1,6,1,70,1
1946,PhD,Single,62159.0,0,0,2014-04-28,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,62,0,68,61+,0,634,0,18,0,605,0
1963,Graduation,Single,80695.0,0,0,2013-12-29,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,182,0,51,46-60,0,1918,0,18,0,1900,0
1971,Master,Single,33316.0,1,1,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,268,0,43,31-45,2,131,0,7,1,119,0
1968,Graduation,Partner,58554.0,1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,641,1,46,46-60,2,586,0,16,1,498,0
1992,Basic,Partner,17256.0,1,0,2013-11-23,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,218,0,22,18-30,1,62,1,5,1,40,1
1974,Graduation,Single,53034.0,1,1,2013-05-30,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,395,1,40,31-45,2,447,0,14,1,397,0
1950,2n Cycle,Partner,52203.0,0,0,2012-07-31,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,698,1,64,61+,0,939,0,26,0,911,0
1977,2n Cycle,Single,59601.0,0,1,2013-07-25,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,339,0,37,31-45,1,797,1,11,1,774,1
1958,Master,Single,75154.0,0,1,2012-09-04,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,663,1,56,46-60,1,1143,0,15,1,1061,0
1976,Graduation,Single,47025.0,0,1,2013-11-07,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,234,0,38,31-45,1,415,0,14,1,389,0
1973,Graduation,Partner,37971.0,1,0,2013-11-25,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,216,0,41,31-45,1,30,0,4,1,23,0
1968,Master,Single,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,185,0,46,46-60,1,187,0,9,1,182,0
1958,Graduation,Partner,67267.0,0,1,2014-05-13,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,47,0,56,46-60,1,251,0,10,1,221,0
1975,Graduation,Single,57338.0,0,1,2014-04-29,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,61,0,39,31-45,1,237,0,10,1,220,0
1960,2n Cycle,Partner,50523.0,1,1,2013-12-25,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,186,0,54,46-60,2,91,0,6,1,90,0
1965,Master,Single,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,419,1,49,46-60,3,35,0,4,1,32,0
1960,PhD,Single,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,633,1,54,46-60,1,493,1,16,1,489,1
1969,PhD,Partner,56242.0,0,1,2013-03-03,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,483,1,45,31-45,1,971,0,23,1,883,0
1960,Graduation,Single,48904.0,0,1,2012-12-02,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,574,1,54,46-60,1,371,0,13,1,344,0
1975,Graduation,Single,56243.0,1,2,2013-12-30,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,181,0,39,31-45,3,396,0,14,1,389,0
1985,Graduation,Partner,21355.0,1,0,2013-08-20,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,313,0,29,18-30,1,68,1,5,1,37,1
1971,Master,Partner,57420.0,0,1,2013-06-25,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,369,1,43,31-45,1,322,1,12,1,298,1
1955,Master,Single,46390.0,0,1,2014-05-05,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,55,0,59,46-60,1,222,0,9,1,184,0
1956,2n Cycle,Partner,54342.0,1,1,2013-07-03,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,361,0,58,46-60,2,177,0,8,1,149,0
1973,Graduation,Partner,20895.0,1,0,2012-10-06,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,631,1,41,31-45,1,45,0,5,1,41,0
1948,Graduation,Partner,92344.0,0,0,2014-01-15,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,165,0,66,61+,0,1899,2,20,0,1780,1
1976,2n Cycle,Partner,26907.0,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,313,0,38,31-45,2,22,0,4,1,20,0
1980,Graduation,Partner,44964.0,1,1,2012-12-16,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,560,1,34,31-45,2,41,0,4,1,39,0
1979,Graduation,Partner,75507.0,0,0,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,58,0,35,31-45,0,1440,0,20,0,1360,0
1972,Master,Partner,53761.0,1,1,2013-10-11,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,261,0,42,31-45,2,325,0,11,1,254,0
1973,Graduation,Partner,22682.0,1,0,2013-10-03,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,269,0,41,31-45,1,95,0,7,1,59,0
1972,PhD,Partner,38887.0,1,0,2014-03-02,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,119,0,42,31-45,1,42,0,4,1,39,0
1975,2n Cycle,Single,41658.0,1,1,2012-11-09,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,597,1,39,31-45,2,72,0,4,1,43,0
1972,PhD,Partner,29791.0,1,0,2014-05-15,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,45,0,42,31-45,1,20,0,5,1,20,0
1956,Master,Partner,63915.0,0,2,2013-07-30,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,334,0,58,46-60,2,789,0,21,1,774,0
1974,Graduation,Single,39996.0,1,1,2014-05-22,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,38,0,40,31-45,2,15,0,3,1,14,0
1972,Graduation,Single,26759.0,1,0,2014-02-07,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,142,0,42,31-45,1,59,0,6,1,57,0
1968,Master,Single,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,434,1,46,46-60,1,908,0,21,1,777,0
1969,PhD,Partner,51039.0,1,1,2012-12-10,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,566,1,45,31-45,2,417,0,12,1,308,0
1961,Graduation,Partner,60544.0,1,1,2012-08-25,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,673,1,53,46-60,2,289,0,11,1,254,0
1972,Graduation,Partner,65685.0,0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,92,0,42,31-45,1,769,0,20,1,712,0
1953,Graduation,Partner,37716.0,0,1,2014-04-21,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,69,0,61,61+,1,188,0,8,1,147,0
1957,Graduation,Single,36864.0,0,1,2012-08-13,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,685,1,57,46-60,1,354,0,11,1,265,0
1970,Master,Partner,44511.0,1,0,2012-10-12,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,625,1,44,31-45,1,727,0,20,1,713,0
1967,PhD,Partner,36947.0,1,1,2012-08-07,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,691,1,47,46-60,2,146,0,7,1,117,0
1951,Master,Partner,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,444,1,63,61+,1,319,0,12,1,304,0
1953,Master,Partner,67087.0,0,1,2013-12-17,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,194,0,61,61+,1,794,0,20,1,751,0
1950,Graduation,Partner,57045.0,0,1,2012-09-08,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,659,1,64,61+,1,454,0,15,1,437,0
1953,PhD,Single,36957.0,1,1,2012-09-06,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1,661,1,61,61+,2,152,0,7,1,121,0
1977,PhD,Partner,69389.0,0,1,2012-09-28,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,639,1,37,31-45,1,797,0,21,1,782,0
1972,Graduation,Partner,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,405,1,42,31-45,1,1690,3,14,1,1610,1
1969,Master,Partner,43142.0,1,1,2014-02-18,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,131,0,45,31-45,2,20,0,3,1,16,0
1944,Graduation,Partner,80589.0,0,0,2014-01-22,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,1,158,0,70,61+,0,1428,1,20,0,1402,1
1990,Graduation,Single,34412.0,1,0,2013-02-13,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,501,1,24,18-30,1,209,0,8,1,154,0
1979,Graduation,Single,57537.0,1,0,2013-06-10,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,384,1,35,31-45,1,545,0,15,1,445,0
1966,Basic,Partner,22634.0,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,529,1,48,46-60,0,96,0,5,0,50,0
1948,Graduation,Partner,51315.0,0,0,2014-02-23,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,126,0,66,61+,0,222,0,9,0,181,0
1972,Graduation,Partner,36026.0,2,1,2014-03-16,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,105,0,42,31-45,3,61,0,5,1,44,0
1973,Graduation,Partner,24639.0,1,1,2014-01-28,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,152,0,41,31-45,2,44,0,6,1,43,0
1972,PhD,Partner,34578.0,2,1,2014-04-11,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,79,0,42,31-45,3,8,0,3,1,8,0
1972,2n Cycle,Single,65704.0,0,0,2013-10-13,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,259,0,42,31-45,0,817,0,22,0,571,0
1966,Graduation,Single,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,595,1,48,46-60,1,1371,1,19,1,1270,1
1969,PhD,Partner,54132.0,0,1,2014-02-16,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,133,0,45,31-45,1,42,0,4,1,39,0
1959,Graduation,Partner,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,548,1,55,46-60,0,60,0,4,0,41,0
1970,Graduation,Partner,28164.0,1,0,2013-05-04,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,421,1,44,31-45,1,78,0,6,1,66,0
1974,PhD,Partner,34596.0,1,0,2013-04-13,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,442,1,40,31-45,1,23,0,3,1,16,0
1972,PhD,Partner,43269.0,1,0,2013-09-16,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,286,0,42,31-45,1,19,0,3,1,18,0
1958,2n Cycle,Single,38741.0,1,1,2014-03-30,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,91,0,56,46-60,2,61,0,5,1,48,0
1972,Graduation,Single,31907.0,0,0,2013-03-04,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,482,1,42,31-45,0,449,0,13,0,375,0
1983,Master,Partner,27100.0,1,0,2013-04-05,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,450,1,31,31-45,1,37,0,4,1,27,0
1973,2n Cycle,Single,31163.0,1,0,2014-02-13,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,136,0,41,31-45,1,38,0,4,1,28,0
1985,Graduation,Partner,92533.0,0,0,2013-12-19,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,192,0,29,18-30,0,1131,2,22,0,1089,1
1973,Graduation,Single,34853.0,1,1,2013-12-23,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,188,0,41,31-45,2,34,0,5,1,32,0
1967,Graduation,Single,70844.0,1,1,2013-10-30,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,242,0,47,46-60,2,294,0,12,1,292,0
1979,2n Cycle,Partner,31086.0,1,1,2013-05-04,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,421,1,35,31-45,2,48,1,4,1,32,1
1961,Graduation,Partner,60544.0,1,1,2012-08-25,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,673,1,53,46-60,2,289,0,11,1,254,0
1986,2n Cycle,Partner,20491.0,0,0,2013-01-25,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,520,1,28,18-30,0,30,0,3,0,20,0
1964,Graduation,Partner,42523.0,0,0,2014-04-23,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0,67,0,50,46-60,0,125,0,6,0,90,0
1983,Graduation,Partner,39922.0,1,0,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,500,1,31,31-45,1,156,0,7,1,120,0
1952,Graduation,Partner,33402.0,1,1,2013-07-18,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,346,0,62,61+,2,70,0,6,1,62,0
1949,Master,Partner,36408.0,1,1,2013-09-21,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,281,0,65,61+,2,22,0,3,1,19,0
1979,Graduation,Partner,21645.0,1,0,2012-09-03,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,1,664,1,35,31-45,1,65,0,6,1,46,0
1948,Master,Single,78427.0,0,0,2012-10-24,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,1,613,1,66,61+,0,1930,1,20,0,1792,1
1946,Graduation,Partner,82657.0,0,0,2013-09-27,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,0,275,0,68,61+,0,2283,2,22,0,2157,1
1958,Graduation,Partner,51876.0,0,0,2013-10-15,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,257,0,56,46-60,0,310,0,12,0,304,0
1971,2n Cycle,Partner,78041.0,0,0,2012-12-16,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,0,560,1,43,31-45,0,1319,0,17,0,1302,0
1957,Graduation,Partner,52852.0,0,1,2012-12-01,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,0,575,1,57,46-60,1,879,1,22,1,832,1
